1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
4412,"小武当湾。	2017/10/26 14:46","播放卓依婷的歌。	2017/10/26 16:51","等了那么久，等你等了那么久。	2017/11/29 20:37",{"song": "等你等了那么久"}
4413,"嗯，放一首。	2017/12/9 18:07","天咯。	2017/12/9 18:07","放一首骏马奔驰保边疆。	2017/12/9 18:12",{"song": "骏马奔驰保边疆"}
4414,"我	2017/10/26 17:41","你	2017/10/26 17:41","我你我	2017/10/26 17:41",{"code":"No-music"}
4415,"音乐。	2017/11/29 19:28","聚会。	2017/11/29 19:28","苹果。	2017/11/29 19:34",{"code":"No-music"}
4416,"小贝你吃饭了没有。	2017/11/25 14:48","说个秋天不联网。	2017/11/25 14:48","唱首李。	2017/11/25 14:53",{"song": "李"}
4417,"我要听阿宝的歌。	2017/11/29 20:25","我要听阿宝唱的歌。	2017/11/29 20:26","找个好人嫁了吧。	2017/11/29 20:26",{"song": "找个好人嫁了吧"}
4418,"小猪佩奇。	2017/12/29 10:28","七色光。	2017/12/29 10:28","洗手歌。	2017/12/29 10:31",{"song": "洗手歌"}
4419,"打开照相机。	2017/10/26 15:29","打开图库。	2017/10/26 15:29","唱慢歌吗？	2017/10/26 15:30",{"genre": "慢歌"}
4420,"小伙伴们。	2017/11/29 8:45","又饿又训你啊，我最喜欢的电视节目。	2017/11/29 8:45","我再说一遍，什么呢，上英语课无聊，就像在电脑试试，为您服务，是我生存的要义。	2017/11/29 8:45",{"code":"No-music"}
4421,"当眉山。	2017/10/26 15:04","思远。	2017/10/26 15:04","EASY。	2017/10/26 15:04",{"code":"No-music"}
4422,"跳一首舞。	2017/12/25 7:12","今晚我觉得当他。	2017/12/25 7:14","我要听思念的歌。	2017/12/25 7:15",{"song": "思念的歌"}
4423,"给我讲个笑话呗。	2017/12/22 18:15","再讲一个。	2017/12/22 18:15","给我唱一首，这个年纪这个年纪。	2017/12/22 18:16",{"song": "这个年纪"}
4424,"作废了。	2017/12/31 12:54","几岁啦。	2017/12/31 12:54","他知道我的名字。	2017/12/31 12:54",{"code":"No-music"}
4425,"憋着憋着憋着憋着，跟着威海了。	2017/10/26 9:53","现在风水师啊，后为何跟着冯巩，可亮和，让我闲来如许，还在他这并不是说他我这就那也就救助卡都没事了，哈鲁鲁修的差，虽说那的包内的每个人，就是说你不能帮助别人就不容易自己没问题，朝朝朝。	2017/10/26 9:54","你们俩呢你可以看，包括公务包裹我已经读了一票否决制，你这时候到时候除了水我都帮不了，因为他们这个地方就是九个月这边非要查出来问题所以说你照着别人都说一个咪咪都是你你就陪着你让你给他办一个第二个等着你了，你不开这个孤单，你一定不能穿，好不容易晚上了啊？	2017/10/26 9:54",{"code":"No-music"}
4426,"孙露的歌。	2017/10/26 13:54","孙露的歌。	2017/10/26 22:23","张国荣的歌。	2017/11/29 8:18",{"artist": "张国荣"}
4427,"安妮的仙境	2017/11/29 5:31","家族歌	2017/11/29 5:31","精忠报国	2017/11/29 5:31",{"song": "精忠报国"}
4428,"导航。	2017/10/26 18:32","空港远大福特思店。	2017/10/26 18:33","放那个一开始。	2017/10/26 18:33",{"song": "一开始"}
4429,"播放小苹果。	2017/11/29 9:31","男人。	2017/12/3 11:46","看到hello hello。	2017/12/3 11:46",{"code":"No-music"}
4430,"其实吧你啊，鞋子，八年的爱。	2017/11/29 21:21","八年的爱。	2017/11/29 21:23","哎。	2017/11/29 21:25",{"code":"No-music"}
4431,"返回音乐。	2017/11/29 13:51","关闭音乐。	2017/11/29 13:51","我要听刀郎的谢谢你。	2017/11/29 14:06",{"artist": "刀郎", "song": "谢谢你"}
4432,"听说。	2017/11/29 17:48","满天都是小星星。	2017/11/29 17:48","小苹果。	2017/11/29 17:59",{"song": "小苹果"}
4433,"我要听亡灵序曲。	2017/11/29 14:11","琳宣。	2017/11/29 14:12","我要听凉凉。	2017/11/29 14:16",{"song": "凉凉"}
4434,"播放播放播放尽头。	2017/11/29 11:16","导航到延安。	2017/11/29 11:24","播歌。	2017/11/29 14:35",{"code":"RANDOM"}
4435,"唱首小苹果。	2017/12/26 9:08","唱首小苹果。	2017/12/26 10:56","唱首。	2017/12/26 11:02",{"code":"RANDOM"}
4436,"九妹。	2017/11/29 23:15","玖月奇迹。	2017/11/29 23:16","你是我一生最爱的人。	2017/11/29 23:33",{"song": "你是我一生最爱的人"}
4437,"唱首歌。	2017/10/26 10:41","那张学友的歌。	2017/10/26 10:42","那天张学友的歌。	2017/10/26 10:43",{"artist": "张学友"}
4438,"给我唱好兄弟。	2017/12/30 12:08","我要听傻瓜傻瓜。	2017/12/30 12:09","唱中国梦。	2017/12/30 12:10",{"song": "中国梦"}
4439,"给我讲个笑话。	2017/12/9 12:22","天天气怎么样啊？	2017/12/9 12:23","给我唱首歌好不好。	2017/12/9 12:25",{"code":"RANDOM"}
4440,"月儿弯。	2017/12/24 15:22","轻轻跳。	2017/12/24 15:22","给我放一首张学友。	2017/12/24 17:55",{"artist": "张学友"}
4441,"帮我唱首儿歌。	2017/11/28 23:48","傻逼。	2017/11/28 23:49","不喜欢你。	2017/11/28 23:49",{"code":"No-music"}
4442,"其。	2017/10/26 16:11","导航到圆明园西路。	2017/10/26 16:18","他说我可以带越南女同事去您家您可以先带越南女同事来个创意不唱呢，到时再说。	2017/11/29 9:24",{"code":"No-music"}
4443,"你是个笨蛋吗？	2017/12/5 17:17","你这么聪明为什么你不能回答我的问题？	2017/12/5 17:17","哎我也不知道说什么，唱徐小凤的歌。	2017/12/5 17:17",{"artist": "徐小凤"}
4444,"你说话好厉害呀。	2017/12/11 21:07","怎么搞的那么厉害呢？	2017/12/11 21:07","你给我唱洪湖水浪打浪。	2017/12/11 21:08",{"song": "洪湖水浪打浪"}
4445,"中国要听圣诞歌圣诞歌。	2017/12/27 20:09","说圣诞歌。	2017/12/27 20:11","圣诞歌。	2017/12/27 20:13",{"song": "圣诞歌"}
4446,"请问你有女朋友吗？	2017/12/26 22:23","吃零食吗？	2017/12/26 22:23","洋娃娃和小熊跳舞。	2017/12/26 22:28",{"song": "洋娃娃和小熊跳舞"}
4447,"帮我放一首心所。	2017/10/26 19:10","帮我放一首我站在草原望北京。	2017/10/26 19:11","帮我放一首一起走天涯。	2017/11/29 17:42",{"song": "一起走天涯"}
4448,"我要听蓝波的歌。	2017/10/26 15:25","我要去仁和的天字码头。	2017/10/26 18:01","我要听阿肆的歌。	2017/10/26 19:53",{"artist": "阿肆"}
4449,"大王叫我来。	2017/10/26 16:41","大王叫我来巡山。	2017/10/26 16:41","数鸭子。	2017/10/26 17:07",{"song": "数鸭子"}
4450,"深圳天气。	2017/12/4 13:38","告诉你你哥哥的名字叫经理级。	2017/12/4 13:38","我的名字叫经历集。	2017/12/4 13:38",{"code":"No-music"}
4451,"我想听那英的默。	2017/11/29 17:31","我想听世上只有妈妈好。	2017/11/29 17:32","的音乐。	2017/11/29 17:32",{"code":"RANDOM"}
4452,"怎么那么笨呢？	2017/12/26 13:00","傻逼大傻逼。	2017/12/26 13:01","听听。	2017/12/26 13:01",{"code":"No-music"}
4453,"这就导航。	2017/10/26 12:15","我们不一样。	2017/10/26 13:01","张惠妹的歌。	2017/10/26 13:32",{"artist": "张惠妹"}
4454,"你看一下你是男生还是女生。	2017/12/26 13:40","看。	2017/12/26 13:40","这不是你。	2017/12/26 13:40",{"code":"No-music"}
4455,"吉他曲	2017/11/29 23:34","G弦上的咏叹调	2017/11/29 23:34","五只小鸭	2017/11/29 23:34",{"song": "五只小鸭"}
4456,"幸福的两口子。	2017/10/26 6:30","我的未来不是梦。	2017/10/26 6:30","万福舜华。	2017/10/26 6:33",{"code":"No-music"}
4457,"后果不堪设想，微博。	2017/11/29 11:14","欣赏过你啊，还是一直在走哦，银行卡不懂得花钱。	2017/11/29 11:14","我的感觉就是他在，哦，找我的。	2017/11/29 11:15",{"code":"No-music"}
4458,"两个苹果呢？	2017/12/27 14:38","端午节应该吃什么。	2017/12/27 14:38","两个苹果。	2017/12/27 14:39",{"code":"No-music"}
4459,"那白茫茫。	2017/12/27 9:40","我想听妈妈的吻。	2017/12/27 9:40","播放一首。	2017/12/27 9:44",{"code":"RANDOM"}
4460,"后退。	2017/12/8 10:29","2700多。	2017/12/8 10:29","我在这里。	2017/12/8 10:30",{"code":"No-music"}
4461,"我滴爸爸好。	2017/10/26 13:28","美酒咖啡。	2017/10/26 13:30","真的，的家门口。	2017/10/26 13:32",{"code":"No-music"}
4462,"林俊杰。	2017/10/26 13:40","短毛。	2017/10/26 13:46","毛主席的话儿记心上。	2017/10/26 13:46",{"song": "毛主席的话儿记心上"}
4463,"打开吗，吸引我。	2017/11/29 18:08","打海吗，华亨仔细听我，蓝天800舆论的心情我在西兴过，我们剥出果摘星。	2017/11/29 18:09","上学。	2017/11/29 18:10",{"code":"No-music"}
4464,"请播放。	2017/10/26 20:39","从王则湾下高速怎么走？	2017/10/26 21:11","液晶和开盖冲击，请速coco给聪。	2017/10/26 22:04",{"code":"No-music"}
4465,"我想听小星星的歌。	2017/12/9 20:34","讲个故事。	2017/12/9 20:41","我要听中国功夫的歌。	2017/12/15 13:08",{"song": "中国功夫"}
4466,"屋顶。	2017/11/29 20:14","刚好遇见你。	2017/11/29 20:15","追光者。	2017/11/29 20:17",{"song": "追光者"}
4467,"退后。	2017/12/10 21:03","退后这首歌。	2017/12/10 21:03","唱一首六哲的错错错。	2017/12/10 21:07",{"artist": "六哲", "song": "错错错"}
4468,"哦。	2017/11/23 16:05","i can try。	2017/11/23 16:06","军港之夜。	2017/11/23 16:06",{"song": "军港之夜"}
4469,"北京北京。	2017/12/19 13:59","七里香。	2017/12/20 14:29","我要听北京一夜。	2017/12/20 14:42",{"song": "北京一夜"}
4470,"你好。	2017/12/15 15:42","乌鲁木齐的天气。	2017/12/15 15:43","唱断金阙。	2017/12/15 15:47",{"song": "断金阙"}
4471,"播放远走高飞。	2017/11/29 13:17","播放逆流成河。	2017/11/29 14:23","热搜歌曲。	2017/11/29 14:27",{"code":"No-music"}
4472,"我要听薛之谦唱的远。	2017/12/2 16:33","我要听首秋天唱的演员。	2017/12/2 16:33","我要听刚好遇见你。	2017/12/2 16:38",{"song": "刚好遇见你"}
4473,"去白金领域金鹰玻璃厂。	2017/10/26 10:27","梅西，预定玻璃厂。	2017/10/26 10:27","朋友。	2017/10/26 10:33",{"code":"No-music"}
4474,"今天的天气预报。	2017/11/21 18:51","毛泽东是谁。	2017/11/21 18:51","今年山东菏泽在哪里。	2017/11/21 18:52",{"code":"No-music"}
4475,"我要听许多年以后。	2017/10/26 16:04","我要听吴奇隆的烟火。	2017/10/26 16:09","帮我搜一首我们都一样。	2017/10/26 16:43",{"song": "我们都一样"}
4476,"张大伟。	2017/10/26 19:00","姜大伟。	2017/10/26 19:01","姜大伟。	2017/10/26 19:01",{"code":"No-music"}
4477,"你是不是给小胖机器人一般吧。	2017/12/9 8:15","小贝。	2017/12/9 8:15","是不是你的弟弟呀。	2017/12/9 8:16",{"code":"No-music"}
4478,"叫你老提。	2017/11/29 19:40","你就不理我。	2017/11/29 19:40","帮我点一首韩宝仪的歌。	2017/11/29 19:42",{"artist": "韩宝仪"}
4479,"小笼包了。	2017/11/29 8:05","小笼包是谁发明的。	2017/11/29 8:05","听刘维的小鱼。	2017/11/29 8:05",{"artist": "刘维", "song": "小鱼"}
4480,"月光。	2017/10/26 18:53","你多大了。	2017/10/26 18:53","How are you。	2017/10/26 18:54",{"code":"No-music"}
4481,"播放侃侃的歌曲。	2017/10/26 18:58","冯阳。	2017/10/26 21:15","播放痒。	2017/10/26 21:15",{"song": "痒"}
4482,"梦中的额吉。	2017/11/29 16:41","大梦想。	2017/11/29 16:42","光辉岁月。	2017/11/29 16:48",{"song": "光辉岁月"}
4483,"唱歌。	2017/12/23 19:38","播放小小蚂蚁。	2017/12/23 19:39","大点声播放小小蚂蚁。	2017/12/23 19:39",{"song": "小小蚂蚁"}
4484,"启动声控。	2017/11/29 11:08","放一首天佑的一人饮酒醉。	2017/11/29 11:09","放一首在人间。	2017/11/29 11:11",{"song": "在人间"}
4485,"播放国语流行男人情女人爱。	2017/10/26 22:41","请播放歌曲男情女爱。	2017/10/26 22:41","请那个老歌相思风雨中。	2017/10/26 22:42",{"song": "相思风雨中","tag": "老歌"}
4486,"暂停播放。	2017/11/29 16:33","暂停播放，	2017/11/29 16:33","听歌，	2017/11/29 17:26",{"code":"RANDOM"}
4487,"我想听云菲菲的歌	2017/10/26 8:19","巴黎我想听云菲菲的歌。	2017/10/26 8:19","我要听云菲菲的歌	2017/10/26 20:37",{"artist": "云菲菲"}
4488,"父亲。	2017/10/26 11:24","嗯。	2017/10/26 11:30","杜十娘。	2017/10/26 11:31",{"song": "杜十娘"}
4489,"癸。	2017/12/22 18:39","多么希望你能唱个流行歌吧。	2017/12/22 18:40","我同学来了我该怎么和她说话？	2017/12/22 18:40",{"code":"No-music"}
4490,"去平凉市庄浪县。	2017/11/29 12:51","深圳市座楼。	2017/11/29 13:27","放首老乡。	2017/11/29 14:58",{"song": "老乡"}
4491,"唱一个没有你赔。	2017/12/30 14:17","给我唱支学习歌。	2017/12/30 14:18","赛尔号。	2017/12/30 14:24",{"song": "赛尔号"}
4492,"你好聪明啊。	2017/12/10 17:46","射手座是什么性格的呢？	2017/12/10 17:46","你唱小苹果吧。	2017/12/10 17:48",{"song": "小苹果"}
4493,"人生。	2017/11/29 13:03","大王叫我来巡山。	2017/11/29 13:03","给我唱首歌。	2017/11/29 13:52",{"code":"RANDOM"}
4494,"小企鹅。	2017/11/8 18:41","这首歌，那民歌的名字不叫小企鹅之歌的名字叫什么。	2017/11/8 18:42","金唱首小企鹅。	2017/11/8 18:42",{"song": "小企鹅"}
4495,"好看吗？	2017/11/29 17:11","你喜欢吗？	2017/11/29 17:11","我不喜欢你。	2017/11/29 17:12",{"code":"No-music"}
4496,"因为不想因我这个网络不好。	2017/12/21 15:56","既然你不上呢？	2017/12/21 15:57","然后还可以给他留言。	2017/12/21 15:57",{"code":"No-music"}
4497,"小笨你猜猜我今年几岁。	2017/12/3 20:30","我就是今年几岁。	2017/12/3 20:30","这是我今天。	2017/12/3 20:30",{"code":"No-music"}
4498,"唱一首英文歌。	2017/11/5 8:17","我要听歌曲。	2017/11/5 8:17","唱歌。	2017/11/5 8:18",{"code":"RANDOM"}
4499,"我想听睡前故事。	2017/12/19 21:12","妹妹叫什么名字。	2017/12/20 9:47","唱首歌吧。	2017/12/20 9:47",{"code":"RANDOM"}
4500,"打开千寻	2017/10/26 14:36","打开千寻影视	2017/10/26 14:36","音乐。	2017/10/26 15:44",{"code":"RANDOM"}
4501,"删除，楚乔传。	2017/12/26 20:43","你要听什么歌。	2017/12/26 20:44","刷牙歌。	2017/12/26 20:44",{"song": "刷牙歌"}
4502,"美酒加咖啡伍佰唱的。	2017/10/26 17:40","怎么啦？	2017/10/26 18:51","怎么了舞曲？	2017/10/26 18:55",{"tag": "舞曲", "song": "怎么了"}
4503,"我不说我不喜欢听儿歌，你能放点有意思的歌吗？	2017/12/23 13:45","我想听。	2017/12/23 13:45","听听。	2017/12/23 13:49",{"code":"No-music"}
4504,"给我唱一首我爱你。	2017/10/26 20:02","帮我放一首。	2017/10/26 20:02","你帮我放一首歌。	2017/10/26 20:03",{"code":"RANDOM"}
4505,"说犯就犯。	2017/10/26 21:47","你好。	2017/10/26 21:47","播放说散就散。	2017/10/26 21:48",{"song": "说散就散"}
4506,"像个笑话。	2017/10/26 20:53","换一个。	2017/10/26 20:54","我想听笑话。	2017/10/26 20:54",{"code":"No-music"}
4507,"听歌许多年以后。	2017/10/26 18:49","说说我们不一样。	2017/10/26 18:55","听歌勉为其难。	2017/10/26 18:59",{"song": "勉为其难"}
4508,"高妹的歌。	2017/10/26 7:53","漂洋过海来看你。	2017/10/26 11:33","我要听张迈的歌。	2017/10/26 16:58",{"artist": "张迈"}
4509,"这是我这次用的，站在哪啊。	2017/11/29 14:01","到大荔县石油公司。	2017/11/29 14:12","放一首童歌。	2017/11/29 14:13",{"song": "童歌"}
4510,"夏天夏天悄悄过去要清醒，一米。	2017/11/29 9:41","夏天夏天。	2017/11/29 9:41","la la la la la la la la。	2017/11/29 9:42",{"code":"No-music"}
4511,"怎么走？	2017/11/29 7:35","他大学时都拍出了的杂志，脚哈对哦，以为咱你有就能拼完以后吧。	2017/11/29 7:35","给我放放一首独角戏。	2017/11/29 21:05",{"song": "独角戏"}
4512,"非常感谢。	2017/11/7 8:55","放儿歌。	2017/11/7 11:05","唱一首儿歌。	2017/11/8 14:59",{"genre": "儿歌"}
4513,"小苹果。	2017/12/31 21:17","小苹果。	2017/12/31 21:18","小苹果。	2017/12/31 21:18",{"song": "小苹果"}
4514,"e家娃娃真幸福。	2017/11/29 18:05","与一家娃娃真幸福。	2017/11/29 18:06","大骨和小骨。	2017/11/29 18:08",{"code":"No-music"}
4515,"绑定设备。	2017/11/4 21:18","密码是啥呀你的。	2017/11/4 21:20","seven。	2017/11/4 21:25",{"code":"No-music"}
4516,"放个一次就好。	2017/11/29 18:20","你给我放一个大舌头。	2017/11/29 18:35","给我唱一个大舌头。	2017/11/29 18:37",{"song": "大舌头"}
4517,"因为那头发好油。	2017/11/29 15:37","不熟不熟。	2017/11/29 15:51","感性。	2017/11/29 15:51",{"code":"No-music"}
4518,"哎。	2017/11/13 17:28","开心。	2017/11/13 17:28","数鸭子。	2017/11/13 17:29",{"song": "数鸭子"}
4519,"那你唱一首歌，2c2c。	2017/11/10 12:02","唱一首。	2017/11/10 12:02","唱一首说他包。	2017/11/10 12:03",{"song": "说他包"}
4520,"我要去加油。	2017/11/29 15:44","加大音量。	2017/11/29 15:44","搜索文件，熊出没。	2017/11/29 15:45",{"code":"No-music"}
4521,"你是哪国。	2017/12/27 20:24","下次联系。	2017/12/27 20:24","你给我唱首歌呗。	2017/12/27 20:25",{"code":"RANDOM"}
4522,"给我随便唱首歌。	2017/12/9 13:24","唱首大王叫我来巡山。	2017/12/9 13:26","给我唱首大眼睛的姑娘。	2017/12/9 13:37",{"song": "大眼睛的姑娘"}
4523,"播放音乐。	2017/11/29 7:53","播放下一曲。	2017/11/29 8:09","播放肖良季。	2017/11/29 8:10",{"code":"RANDOM"}
4524,"我想听小虎的歌。	2017/10/26 17:38","对啊。	2017/10/26 17:39","是这样的吗？	2017/10/26 17:39",{"code":"No-music"}
4525,"那你问一个字母啊。	2017/10/26 19:32","呜呼。	2017/10/26 19:32","我要听儿歌。	2017/10/26 19:35",{"genre": "儿歌"}
4526,"这东西。	2017/11/29 20:12","联系我哈。	2017/11/29 20:12","爸爸妈妈。	2017/11/29 20:26",{"code":"No-music"}
4527,"睡前故事。	2017/12/30 10:52","睡前故事。	2017/12/30 10:53","放一首儿歌。	2017/12/30 10:55",{"genre": "儿歌"}
4528,"我要听威海路怎么走？	2017/10/26 7:12","栗山建材商城怎么走？	2017/10/26 7:12","我庆幸我是刘忻王道狗粮。	2017/10/26 18:38",{"code":"No-music"}
4529,"绑定是被。	2017/12/22 15:06","帮我联网。	2017/12/22 15:07","帮我唱一首歌，后来。	2017/12/22 15:15",{"song": "后来"}
4530,"播放陈奕迅的歌。	2017/10/26 14:56","五月天的歌。	2017/10/26 14:56","周杰伦的歌。	2017/10/26 14:59",{"artist": "周杰伦"}
4531,"播四只老鼠。	2017/11/2 16:24","英国人。	2017/11/2 16:24","hello。	2017/11/2 16:24",{"code":"No-music"}
4532,"毛泽东。	2017/11/29 17:11","如歌。	2017/11/29 17:12","我要听歌。	2017/11/29 17:44",{"code":"RANDOM"}
4533,"清洁。	2017/10/26 13:35","你做个自我介绍吧。	2017/10/26 13:47","你家住在哪里。	2017/10/26 13:47",{"code":"No-music"}
4534,"爸爸的名字。	2017/12/18 21:07","干活累。	2017/12/18 21:07","我要听儿歌。	2017/12/18 21:08",{"genre": "儿歌"}
4535,"明天天气怎么样	2017/11/29 18:42","明天会不会很冷啊，要不要穿衣服呀	2017/11/29 18:43","邓紫棋是谁啊	2017/11/29 18:43",{"code":"No-music"}
4536,"你看到了。	2017/12/31 12:42","白雪公主。	2017/12/31 12:42","超级飞侠。	2017/12/31 12:43",{"song": "超级飞侠"}
4537,"为什么？	2017/10/26 21:53","那怎么过，我没？	2017/10/26 21:53","放一首儿歌。	2017/11/29 9:52",{"genre": "儿歌"}
4538,"你是谁。	2017/11/2 7:46","享受美。	2017/11/2 7:46","得到剪刀，夜夜夜夜。	2017/11/2 7:47",{"code":"No-music"}
4539,"看看吧。	2017/11/29 19:12","朱克吧。	2017/11/29 19:13","露逼说。	2017/11/29 19:15",{"code":"No-music"}
4540,"搜索	2017/10/26 21:06","喝醉喝醉	2017/10/26 21:06","你是不是歌唱	2017/10/26 21:07",{"code":"No-music"}
4541,"绑定设备。	2017/10/26 16:07","小妹今天北京的天气如何。	2017/10/26 16:09","小贩，给我唱首歌。	2017/10/26 16:09",{"code":"RANDOM"}
4542,"向前进。	2017/11/5 14:19","的美餐。	2017/11/5 14:20","送别。	2017/11/5 14:20",{"code":"No-music"}
4543,"我要走故事。	2017/11/20 23:17","我要听飘下北方。	2017/11/23 22:39","小贝我要听飘向北方。	2017/11/23 22:40",{"song": "飘向北方"}
4544,"晚安故事。	2017/12/7 23:54","送。	2017/12/7 23:55","送给的歌曲。	2017/12/7 23:55",{"code":"No-music"}
4545,"该声音。	2017/11/29 13:42","声音放大。	2017/11/29 13:42","你是连的这里声音肯定没声音了，他又没声音，因为令蓝牙连起来，因为你已经点起了的你就肯定要么你把它关了，才有声音，这个吧，这个是是怎么炼法的就是这个连手机你手机在联赛里还是怎么连的？	2017/11/29 13:44",{"code":"No-music"}
4546,"啊。	2017/11/28 8:32","唱个英文歌曲吧，看一下苹果吧。	2017/11/28 21:21","唱着英文歌吧。	2017/11/28 21:23",{"language": "en"}
4547,"岳云鹏的相声，	2017/11/29 11:22","岳云鹏的相声。	2017/11/29 11:22","褪殻。	2017/11/29 11:55",{"code":"No-music"}
4548,"西瓜。	2017/11/29 11:03","记得。	2017/11/29 11:04","音乐。	2017/11/29 11:04",{"code":"RANDOM"}
4549,"赵雷的成都。	2017/10/26 9:03","播放赵雷远唱的成都。	2017/10/26 9:04","王馨悦。	2017/10/26 9:33",{"song": "王馨悦"}
4550,"你能不能声音小一点呀。	2017/12/14 9:31","你是英雄。	2017/12/14 9:31","唱衰儿歌。	2017/12/14 9:32",{"genre": "儿歌"}
4551,"时光朱宇。	2017/10/26 19:31","一首关于时光的故事。	2017/10/26 19:32","因为遇见你。	2017/10/26 19:38",{"song": "因为遇见你"}
4552,"我问你弟弟多大，不听话。	2017/12/31 17:30","你说你弟弟不听话你来你弟弟多大都不知道。	2017/12/31 17:30","你不是说你弟弟不听话吗？	2017/12/31 17:30",{"code":"No-music"}
4553,"讲一个睡前故事。	2017/12/25 20:53","放一首歌曲。	2017/12/25 20:56","放一首歌听。	2017/12/25 21:00",{"code":"RANDOM"}
4554,"唱一首。	2017/11/11 19:48","唱首鸿雁。	2017/11/11 19:49","小城故事。	2017/11/11 19:56",{"song": "小城故事"}
4555,"跳舞。	2017/11/29 20:38","跳个舞。	2017/11/29 21:04","世上只有妈妈好。	2017/11/29 21:07",{"song": "世上只有妈妈好"}
4556,"唱一个宝贝的歌。	2017/12/1 15:01","唱个数鸭子。	2017/12/1 15:14","唱一个解放军进行曲。	2017/12/1 16:55",{"song": "解放军进行曲"}
4557,"打开热点。	2017/10/26 7:20","还像以前喂我吃不好，其实。	2017/10/26 18:15","我之前叫那个我是你记得我是做到60岁的还是到65岁领吧。	2017/10/26 18:16",{"code":"No-music"}
4558,"大哈。	2017/11/29 10:50","出导航。	2017/11/29 10:50","退出导航，我的天哪，这个理解有点问题。	2017/11/29 10:50",{"code":"No-music"}
4559,"哦那还差的。	2017/12/9 12:54","讲个故事。	2017/12/9 12:54","还能吸收是美好的。	2017/12/9 12:55",{"code":"No-music"}
4560,"你好。	2017/12/20 17:10","神经病。	2017/12/20 17:10","忘不了。	2017/12/20 17:11",{"code":"No-music"}
4561,"陈菲。	2017/10/26 17:17","放首歌在飞。	2017/10/26 17:17","放首歌。	2017/11/29 8:23",{"code":"RANDOM"}
4562,"急求一个蓝号太岳。	2017/11/29 20:53","冬天里一把火。	2017/11/29 20:57","听首年华。	2017/11/29 21:01",{"song": "年华"}
4563,"播放歌曲男儿当自强。	2017/11/29 18:52","我要自己梁赐的歌吧。	2017/11/29 19:19","今天是什么节日吧，在几号桌，我想听。	2017/11/29 19:19",{"code":"No-music"}
4564,"你叫什么呢？	2017/11/29 15:40","深圳天气深圳天气。	2017/11/29 15:40","唱一首儿歌吧。	2017/11/29 15:41",{"genre": "儿歌"}
4565,"名字。	2017/12/20 16:15","弟弟你改个名字嘛。	2017/12/20 16:15","种太阳。	2017/12/20 16:16",{"song": "种太阳"}
4566,"你又聪明又笨	2017/11/29 12:51","一点也不聪明	2017/11/29 12:51","你聪明还是我聪明	2017/11/29 12:52",{"code":"No-music"}
4567,"你叫什么名字。	2017/11/25 16:29","你吃饭了没有。	2017/11/25 16:30","什么时候下班。	2017/11/25 16:30",{"code":"No-music"}
4568,"唱一首世界有多大。	2017/12/23 15:00","给我唱一首黄鹂和蜗牛。	2017/12/23 15:02","给我唱一首虫儿飞。	2017/12/23 15:03",{"song": "虫儿飞"}
4569,"在心中从此有个你。	2017/11/29 17:04","在心里从此永远有个你。	2017/11/29 17:04","红尘情歌。	2017/11/29 17:11",{"song": "红尘情歌"}
4570,"好多事我们会有会有人这样我们我这么有钱都不够呢，今天上午上午上午开始跑跑跑的现在才100多块钱。	2017/11/29 14:48","那好吧，捞捞捞。	2017/11/29 14:49","hello world。	2017/11/29 20:32",{"code":"No-music"}
4571,"是的。	2017/10/26 20:57","停止播放。	2017/10/26 20:57","听歌。	2017/10/26 20:58",{"code":"RANDOM"}
4572,"我要去。	2017/11/29 16:04","我要听歌。	2017/11/29 16:04","音乐，诶这个我怎么知道他录不录啊？	2017/11/29 16:06",{"code":"No-music"}
4573,"关闭导航。	2017/10/26 17:22","关闭。	2017/10/26 18:35","红尘情歌。	2017/10/26 19:08",{"song": "红尘情歌"}
4574,"聆然。	2017/11/29 7:42","YOYO。	2017/11/29 15:00","和汇慧。	2017/11/29 17:24",{"code":"No-music"}
4575,"播放阿杜的。	2017/11/29 9:53","播放二胡之类的歌。	2017/11/29 10:15","播放心泽音乐一个女人的来电。	2017/11/29 11:04",{"code":"No-music"}
4576,"小妹，来一首张学友的吻别，未知的歌曲。	2017/11/29 22:52","来首大学友的吻别歌曲。	2017/11/29 22:53","来首摇滚歌曲，来首摇滚歌曲，多加20分。	2017/11/29 22:58",{"genre": "摇滚"}
4577,"不爽。	2017/12/23 16:06","怎么可能？	2017/12/23 16:06","唱一首猴哥。	2017/12/23 16:22",{"song": "猴哥"}
4578,"你个死脸皮还真厚啊，见过不要脸的没见过这么不要脸的。	2017/11/29 13:42","要有行动，不要买这些吗，这么轻的你还同情他吗，你还给我。	2017/11/29 13:42","开始嫌弃我啰，动的手呢，同，哎呦我不知道什么时候弄了一下。	2017/11/29 13:43",{"code":"No-music"}
4579,"你说没钱了，情况下，收费站，有意见。	2017/10/26 12:18","导航去黄骅信誉楼。	2017/10/26 15:12","播一下常石磊的最新出来的模特。	2017/10/26 16:50",{"artist": "常石磊", "song": "模特"}
4580,"那你那你在表演个节目。	2017/12/24 12:18","走开。	2017/12/24 12:18","那你唱个王者荣耀的主题曲吧。	2017/12/24 12:18",{"song": "王者荣耀的主题曲"}
